schema:category,schema:provider,kuma:type,schema:name,kuma:confirmedTime,schema:description,schema:comment,schema:latitude,schema:longitude,schema:url
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和元年11月1日（金曜日）,2019-11-01,上戸口町集落東側民家敷地の柿の木に新たなクマの痕跡（食痕、爪痕、枝折れ、糞）あり,繰り返しクマが柿に来ています。集落ぐるみで柿の収穫をお願いします。,35.969249,136.258097,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120191101.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,対応,3月4日 長泉寺山遊歩道（西山公園北側の山中）でのクマ目撃情報への対応について（3月19日 立入制限解除）,2020-03-04,"
このページの担当にお問い合わせをする。
",,,,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20200319.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃場所,クマ出没情報　令和元年10月13日（日曜日）,2019-10-13T09:30,上戸口町（有限会社）安藤建設西側の山際にある柿の木（2箇所）痕跡情報　食痕、爪痕、枝折れ、熊棚,周辺住民の皆様は十分に注意してください。,35.968202,136.247706,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120191013.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年10月14日　水曜日　クマ情報　金谷町,2020-10-14T22:25,金谷町集落北側の民家近くで親グマ1頭子グマ1頭の目撃情報がありました。,外出の際は十分に注意してください。,35.9659781,136.2847618,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/202010150830.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月27日（火曜日）（落井町）,2020-10-27T10:00,落井町河和田川沿いの民家の柿の木でクマの痕跡（糞、爪痕、枝折れ）を確認しました,外出の際は十分に注意してください,35.953064,136.240229,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20201027.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年9月21日（月曜日）（河和田町）,2020-09-21T18:40,河和田町明正寺西側の住宅敷地内の柿の木でクマ1頭（大きさ不明）の目撃情報がありました。,クマが近くに潜んでいる可能性があります。外出の際は十分に注意してください。,35.9504869,136.2681318,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku01202009212.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年9月15日（火曜日）続報,2020-09-15T22:00,別司町山際の住宅敷地内の樹木上でクマ1頭（幼獣1頭）の目撃情報がありました。,同日、別司町内で別のクマ成獣1頭の出没が確認されています。外出の際は十分に注意してください。,35.9499473,136.2606779,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120200916.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月31日（土曜日）（落井町）,2020-10-31T17:20,河和田川沿いの集落内の柿の木でクマの痕跡（糞）を確認しました,外出の際は十分に注意してください,35.953870,136.232155,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20201031.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月26日（月曜日）（落井町）2,2020-10-26T13:40,落井町集落内でクマの痕跡（糞）を確認しました,外出の際は十分に注意してください,35.953527,136.240665,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20201026-2.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月7日（水曜日）（河和田町） ,2020-10-07T15:30,河和田町西側にある柿の木でクマの痕跡（フン、爪痕）が確認されました。,外出の際は十分に注意してください。,35.948516,136.264101,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20201007.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年11月15日（日曜日）（川島町） ,2020-11-15T09:50,川島町の加多志波神社の境内で、クマの痕跡（爪痕、銀杏の糞）を確認しました,外出の際は十分に注意してください,35.945478,136.225284,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20201115.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和元年10月25日（金曜日）,2019-10-25T06:00,上戸口町集落東側の柿の木にクマの痕跡（食痕、爪痕、枝折れ、糞）あり,クマが再出没しています。早めに柿の収穫をするなど管理をお願いします。,35.969204,136.258457,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120191025.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃,クマ出没情報　平成29年9月15日（金曜日）,2017-09-15T05:45,農林振興グループTEL：0778-53-2232　0778-53-2233FAX：0778-51-8153農地管理グループTEL：0778-53-2234FAX：0778-51-8153鳥獣害のない里づくり推進センターTEL：0778-51-2110,,,,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku012019102.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月28日（水曜日）（落井町）,2020-10-28T11:00,落井町河和田川沿いのゲートボール場付近でクマの痕跡（糞）を確認しました,外出の際は十分に注意してください,35.952509,136.239043,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/202010281.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月21日（水曜日）（乙坂今北町）,2020-10-21T19:00,乙坂今北町八幡神社付近の市道上でクマの痕跡（イチョウの糞）を確認しました,外出の際は十分に注意してください,35.962906,136.232156,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120201022.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年10月20日（火曜日）（莇生田町）,2020-10-20T19:45,莇生田町と片山町の町境付近でクマ1頭の目撃情報がありました。,外出の際は十分に注意してください。,35.9474673,136.2756647,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku01202010212.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月14日（水曜日）（河和田町）,2020-10-14T11:00,河和田町集落内川沿いの柿の木でクマの痕跡（爪痕）を確認しました,外出の際は十分に注意してください。,35.950320,136.269358,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku020201014.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和元年12月9日（月曜日）,2019-12-08T10:00,片山町　八幡神社付近の柿の木で痕跡（爪あと、柿の食べ跡、枝折れ）が確認されました。,クマの目撃情報や人身被害が多発しています。外出する際は十分注意し、目撃した際は近づかないようにしてください。,35.949039,136.275938,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120191209.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月18日（日曜日）（別司町）,2020-10-18T13:20,別司町東部児童センター西側の住宅敷地内の柿の木でクマの痕跡（爪痕、糞）を確認しました,外出の際は十分に注意してください,35.948706,136.2565451,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku01202010182.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年6月29日（月曜日） ,2020-06-29T08:30,鯖江市四方谷町地係の山際付近で、クマ（成獣）1頭の目撃情報がありました。,周辺に出没する可能性もありますので外出の際には十分注意してください。,35.9774862,136.217978,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0629.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ目撃情報　令和2年11月1日（日曜日）（上戸口町）,2020-11-01T19:25,上戸口町集落東側の路上で子グマ1頭の目撃情報がありました,親グマが付近にいる可能性がありますので、外出の際は十分に注意してください,35.971975,136.255501,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku01202011013.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃,クマ出没情報　平成29年11月28日（火曜日）,2017-11-28,農林振興グループTEL：0778-53-2232　0778-53-2233FAX：0778-51-8153農地管理グループTEL：0778-53-2234FAX：0778-51-8153鳥獣害のない里づくり推進センターTEL：0778-51-2110,,,,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120191024.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年9月5日（土曜日）,2020-09-05T09:35,鯖江市戸口町乗誓寺北側の観音堂麓の交差点で、　　　　　クマ1頭（幼獣）の目撃情報がありました。,親グマが付近にいる可能性がありますので、外出の際には十分に注意してください。,35.9541766,136.2469514,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/R20905bear.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃,クマ出没情報　平成29年7月11日（火曜日）,2017-07-11T16:15,【目撃】　日時：平成29年7月11日（火曜日）午後4時15分頃　場所：吉谷町青葉台のテニスコート付近　内容：子グマ1頭（亜成獣）を見たという目撃情報がありました。 　その他：平成29年7月12日（水曜日）午後2時30分に市へ通報がありました。周辺に出没する可能性もありますので外出の際は注意してください。クマにご注意ください！！！,,,,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku01201707120.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月19日（月曜日）（莇生田町）,2020-10-19T16:20,莇生田町高雄山トンネル入り口東側の畑でクマの痕跡（糞）を確認しました,外出の際は十分に注意してください,35.944944,136.2727912,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120201019.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年10月6日（火曜日）（河和田町）,2020-10-06T13:00,河和田町の山際でクマ1頭の目撃情報がありました。,外出の際は十分に注意してください。,35.950544,136.267360,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20201006.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年10月26日（月曜日）（莇生田町）,2020-10-26T15:45,莇生田町集落東側でクマの痕跡（糞、爪痕、枝折れ）を確認しました,外出の際は十分に注意してください,35.943618,136.279304,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20201026-3.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,痕跡情報,クマ痕跡情報　令和2年11月9日（月曜日）（川島町）,2020-11-09T07:40,川島町集落東側の民家の柿の木付近および山際の柿の木付近でクマの痕跡（いずれも柿を食べた糞、爪痕）を確認しました,外出の際は十分に注意してください,35.945490,136.231542,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku20201109-1.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年9月21日（月曜日）（別司町）,2020-09-21T04:00,別司町の称名寺東側の住宅敷地内の栗の樹でクマ1頭（大きさ不明）の目撃情報がありました。,クマが近くに潜んでいる可能性があります。外出の際は十分に注意してください。,35.9491336,136.2605784,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120200921.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃,クマ出没情報　平成29年7月25日（火曜日）,2017-07-25T06:40,【目撃】　日時：平成29年7月25日（火曜日）午前6時40分頃　場所：沢町公民館西側の山際　内容：子グマ1頭を見たという目撃情報がありました。,,,,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120170725.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　平成30年12月5日（水曜日）,2018-12-05,柿の木にクマの痕跡（爪痕、糞）あり。,周辺住民の皆様は十分に注意してください。,,,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku0120181205.html
https://code4sabae.github.io/kuma/,鯖江市役所 農林振興グループTEL：0778-53-2232,目撃情報,クマ出没情報　令和2年10月15日（木曜日）（別司町）,2020-10-15T21:20,別司町と河和田町の境界付近の市道上でクマ1頭（成獣1頭）の目撃情報がありました。,外出の際は十分に注意してください。,35.948037,136.263305,https://www.city.sabae.fukui.jp/anzen_anshin/chojuhigaitaisaku/kuma-taisaku/kumasyutubotu/NoSeisaku01202010161.html
